10997901,158549209,Duffy,,Etta,VdZjd1b82q0Plun,trqrcl7316@icqmail.com,Brown Street,Chicago,83993,1,1994-03-10,1,697,61,25,36,57,64,12,100,100,38
11095251,651489232,Shannon,,Jonathan,TA1niBRNL9X1,grlchzc@dodgeit.com,Birdwood Road,Chesapeake **,76085,2,1976-07-22,2,439,44,74,49,38,25,91,12,56,7
12178613,252976517,Owens,,Lacy,UEWfwbBOxBeq,rqnvf4860@emailaccount.com,Perry Drive,Raleigh,86602,1,1964-11-12,1,154,40,40,75,95,69,86,12,44,69
14278616,154601600,Rangel,,Patrick,Bufdemju0587n,psxryitd967@vodafone.com,Vallejo Street,New Orleans,28296,2,1987-11-10,1,949,52,8,84,70,95,66,85,30,24
15403670,235445804,Burnett,,Carlos,nlr4BhYZvq7k5,lyip8@zzn.com,Old Lynchburg Road,Charlotte,57733,2,1982-08-17,1,377,71,38,79,0,14,83,46,47,49
15593394,833569718,Henderson,,Brianna,buZTJ2XVtKxYbbeD,xlkr8380@mymail.com,Seminole Court,Columbus,24170,1,1987-08-06,1,399,98,34,32,43,49,62,77,88,85
16266147,512394179,Swanson,,Shanna,T7YC43hbZSFZf,wnacbykc92@dodgeit.com,Lankford Avenue,Jacksonville,43141,2,1985-04-15,1,687,67,20,89,86,75,0,52,23,60
17086201,787910023,Torres,,Carol,x415qBlGjhOyDpDC,mjznb6817@juno.com,Observatory Avenue,Louisville,20488,1,1977-07-22,2,715,87,89,52,50,0,14,84,39,99
18213567,213164287,Newton,,Edna,VDm50NlrlyuvRDdx,zcah@vodafone.com,Jones Street,Virginia Beach **,16707,1,1959-12-21,2,32,80,30,7,84,58,9,13,68,23
18998233,424969997,Baird,,Carrie,DYgG0tOeyiodah8G,idrangmu1@earthlink.net,Graves Street,Fresno,62622,2,1993-02-06,1,308,100,60,100,62,91,90,59,7,26
19237015,151299177,Dickson,,Tia,NdJguTdnsKmXYD,gbsssh038@10minutemail.com,Garden Street,Boulder City,56275,2,1959-07-19,1,183,31,18,35,5,20,49,41,92,50
19392359,166540787,Munoz,,Amie,WrqxmXtVp38eP,doivt@mailanywhere.com,Willard Drive,Las Cruces,79515,1,1958-06-24,1,713,75,89,24,27,17,98,95,41,45
19849481,792325287,Andersen,,Christopher,npvlyZvDntPe,wsithgdl7@computermail.com,Danbury Court,Georgetown,14432,1,1967-04-30,1,429,87,23,89,39,15,16,21,48,91
20227268,704823061,Mcdonald,,Regina,LMJ81yaZsxOE,mrerck5@orgoo.com,Fairway Avenue,Beaumont,48792,1,1985-05-04,2,141,42,54,69,37,33,69,92,88,95
20722422,276647862,Gallagher,,Coleen,CLS6lSgWas7js6r,jvih3313@fantasymail.com,Evergreen Avenue,Tucson,37270,2,1976-11-26,2,544,40,1,93,80,21,21,45,63,15
20757402,413099898,Gay,,Leigh,VLN21azKw1jWSeo,jxowo@fantasymail.com,Altamont Street,Sitka,48737,1,1985-11-03,1,553,22,62,18,32,52,65,10,25,87
21650768,375370290,Kennedy,,Henrietta,xKf1FnM3FNYMjj1B,fmjxmb3@mailandnews.com,Hemlock Lane,Seattle,70860,1,1957-05-18,2,125,76,82,48,26,14,35,62,21,85
21932444,996552917,Frazier,,Shawna,edsDhJh3czi0uPh,lzdw1@vodafone.com,Pine Top Road,Milwaukee,75669,2,1964-08-23,1,113,76,38,57,54,70,26,18,43,17
22666606,384032819,Jimenez,,Diane,YmqROXUPvcn4,eesdsav0@aventuremail.com,Hilltop Road,Lynchburg,83107,2,1978-09-23,2,326,68,65,92,1,74,16,41,79,62
22861535,169491832,Brock,,Marguerite,PBoz2z4lCvn4NXa,ihhcgfui@me.com,Park Lane E,North Port,49317,2,1965-06-12,1,593,48,13,92,79,7,55,88,5,0
23544294,643016472,Johns,,Shawn,j8xoWnhwDoN6F,fdhqaky@mail2web.com,Crossover,Fort Wayne,44359,2,1961-03-02,1,205,44,92,50,18,32,50,68,92,82
23677055,900122834,Bautista,,Patrice,E6lnBsxQyQkE,yewoba43@netaddress.com,Calhoun Street,Columbia,14269,1,1960-10-27,1,651,28,50,88,98,75,12,97,28,9
24600969,647310752,Cooper,,Richard,xuUgZfl92Yz6,jtkxowet@prontomail.com,Calhoun Street,Austin,78054,2,1975-11-27,2,987,58,12,10,96,78,81,78,26,30
24935941,108456765,Orozco,,Nelda,nJJPK7Ehxjk0,yqkddpl5645@vodafone.com,Paoli Street,Independence,55844,1,1970-10-27,1,743,88,95,23,99,69,80,26,65,84
25560791,858798277,Flores,,Myra,PjXDtQrcmjGjW3PA,yitisb0@postmaster.com,Antoinette Avenue,Tampa,36700,2,1975-09-01,1,833,42,11,10,73,99,34,63,6,77
25641660,693208572,Sloan,,Cecelia,LLodq7J8fjKc,aariqu8@aol.com,Crossover,Independence,44971,1,1966-08-02,1,355,64,95,14,93,83,53,44,35,53
25795320,403839089,Logan,,Arthur,tueMNYn6CzDT8uUc,eebcpdh9613@mailanywhere.com,Irving Street,Goodyear,11686,2,1961-08-08,2,696,65,12,33,98,4,43,24,84,53
25954593,142481750,Rice,,Terri,Xzyw939VaBzDq,pskl14@vodafone.com,Hinton Avenue,Anchorage,33668,1,1971-03-14,1,844,44,20,39,40,65,5,38,57,34
26677847,737530196,Chavez,,Merle,dkpxsEzJdtMdPx4q,rfxhy4@vodafone.com,Hartford Court,Palm Springs,74019,1,1986-09-14,2,712,21,36,32,5,83,26,19,61,45
27404904,721597818,Cisneros,,Earnestine,ymwg57yda3gSyBLX,xxcffkc6146@emailaccount.com,Old Lynchburg Road,San Diego,84529,1,1979-07-10,2,653,53,3,28,96,34,68,67,43,94
28513915,437414488,Preston,,Katrina,AtM6V2i2vLrZ,wisljd626@mail2web.com,Goodman Street,Chesapeake **,72750,2,1991-03-16,1,875,87,2,62,26,6,4,95,79,30
28665650,235191510,Townsend,,Rosalinda,a7tb1t2PzjGcMy,zfkecn722@earthlink.net,Park Lane W,San Jose,30415,1,1956-12-24,1,49,91,83,95,14,94,49,0,47,74
29436829,304465015,Garcia,,Lila,oQxy8PB5E1uy7,zdozv0360@yahoo.com,Montebello Circle,Cincinnati,66597,1,1982-08-25,1,731,71,4,56,48,58,35,74,22,30
29656958,417706298,Vincent,,Gerald,yXB7Y5Z70EMgyfUF,ehuew@mailanywhere.com,Yorba Street,Omaha,21329,1,1994-01-24,1,36,63,44,78,52,85,11,10,98,47
29872993,769208427,Keith,,Monica,yD3cdqObZA8bwKYJ,snhuq@netaddress.com,Augusta Street,Hibbing,36773,1,1969-09-20,2,842,1,99,83,47,83,2,4,52,98
30092413,389789511,Shah,,Dionne,G6RrADbB4vmVM,ggugee20@10minutemail.com,Davis Avenue,Preston,80119,1,1957-05-25,2,156,47,26,38,44,67,16,47,92,92
30488452,604740604,Reynolds,,Eric,yfrR1tPKqYcs7MAq,pqqgoy2228@pookmail.com,Middlesex Drive,Tucson,19113,1,1986-12-31,2,71,12,36,8,35,72,62,31,69,65
30567550,221911039,Peterson,,Jesus,EzZKmpNw0viTz7wY,lsrhnjbx987@icqmail.com,Coleman Street,Buckeye,29335,2,1970-08-23,1,620,12,41,13,78,99,89,28,26,41
30753033,728474418,Golden,,Rhea,0XdLFDQ8prsnoF,ccmkh607@pookmail.com,Mcelroy Drive,Anaconda,44764,1,1992-03-02,2,916,2,16,64,73,60,38,36,55,49
31316372,714432016,Wheeler,,Janell,wywSxtEaZ3QC,nwmlwoy973@mailanywhere.com,Old Lynchburg Road,Nightmute,40231,1,1958-04-05,1,688,54,68,46,89,61,64,54,63,93
31478708,931808709,Kelley,,Kerri,FDuJee0dUlbWz8,nkqnd8866@mail.com,Highland Avenue,Phoenix,81851,1,1981-02-12,2,396,41,25,96,44,93,80,32,17,82
31707215,135412052,Acosta,,Janette,rApjPWpnnXT4t,psmbviaf5263@dodgeit.com,Bernal Avenue,Port Arthur,47124,2,1964-03-30,2,686,21,39,16,8,95,61,17,22,70
31717496,536061739,Fernandez,,Imelda,oVWaZj5ziEgRqFx,momhujsb8@xasamail.com,Highland Avenue,Beaumont,57567,2,1969-01-26,1,575,55,91,56,39,98,19,37,31,84
32313305,616001952,Avila,,Rena,MYLkYyoy74qGnhLj,zdgvx2@mail2web.com,Flint Drive,Raleigh,29466,1,1973-10-01,2,256,97,47,71,43,76,18,22,17,64
33347256,504280006,Allen,,Bertha,D3lAEfjgSVSjxj,wovdef3386@yahoo.com,Gordon Avenue,Independence,13390,1,1977-10-14,2,49,75,87,36,84,51,17,95,14,96
33594141,762817657,Carson,,Beulah,gwE9jSMp9l7MG,scofyvtd11@excite.com,Center Avenue,Cincinnati,54269,1,1960-09-08,2,149,10,77,60,67,90,43,58,78,31
33628284,612395803,Kline,,Elsie,nYXnJ9QzYPF9W,hzrgpt924@mail2world.com,Rock Creek Road,Babbitt,60247,2,1985-06-04,2,657,28,2,13,82,66,20,28,100,69
33943177,350109298,Bennett,,Jacqueline,pwWqu2d513NPUmBm,ujdrb@excite.com,Robertson Lane,Philadelphia,34795,2,1973-06-20,2,577,54,85,32,0,88,22,97,4,41
34492163,131382344,Rivas,,Robert,VE4hFRJxyZrU,avfciq6@mailinator.com,Ware Street,Abilene,93970,2,1976-12-25,1,448,14,68,18,44,83,22,89,98,32
34912750,206137947,Zimmerman,,Kelley,SPtj4upDd5mhAx,wotmvlwk1629@mailandnews.com,Blue Ridge Road,Carson City **,47449,2,1965-01-19,2,14,66,58,95,60,80,76,39,60,8
34996211,642343883,Garcia,,Dave,LWJwCM27BvuPPLR,ppsfaj@mail.com,Bland Circle,Fort Wayne,78257,2,1992-09-25,2,614,15,84,72,29,56,51,78,30,20
35108976,865422728,Montgomery,,Mildred,PclDPPc586J2,foopku4@gurlmail.com,Center Avenue,Riverside,82477,2,1956-12-08,1,474,25,23,67,17,69,42,66,93,16
35566355,573020630,Gates,,Effie,UfaaLvtxEjcfme,wysdavub@yahoo.com,Sprigg Lane,Presque Isle,77861,2,1960-10-29,1,386,84,54,52,54,42,17,87,60,47
35903057,287994566,Hawkins,,Ray,0edhz0sC1eTZXExg,nqxhuag0802@excite.com,Nelson Drive,Butte,22205,1,1972-07-26,1,943,21,39,91,69,61,83,41,84,95
37023024,810010931,Krueger,,Pat,90LpFRYkgGQ5n,nevqhcq@everymail.com,Rougemont Avenue,San Diego,62652,1,1957-01-19,1,314,100,46,88,75,66,55,88,25,48
37139585,892113124,Hebert,,Sybil,z94nCh3AjWaYP,fhdv7078@gmail.com,River Vista Avenue,Sacramento,23982,1,1983-04-25,1,676,30,53,16,11,84,20,4,10,72
37400104,350737722,Donovan,,Myrna,9xsiPdr8aAjpx,kkwg6996@everymail.com,Hartmans Mill Road,Bunnell,76809,1,1984-07-31,1,834,70,44,27,11,39,8,93,93,17
38405543,218732577,Trujillo,,Nadia,wSJxzefNyxKb,hwfc4@dodgeit.com,Montrose Avenue,Memphis,67784,2,1962-12-05,2,107,48,93,95,72,79,94,58,20,58
39693354,400377156,Holloway,,Karyn,7yYNQfZtTjRoN0c,yodflsh@nameplanet.com,Ridge Mcintire Road,San Diego,58986,2,1967-09-20,1,107,23,13,46,90,94,0,43,30,15
40149114,726035153,Paul,,Lance,SlsX7BGcdbNs5o6,ojjzdfv5739@pookmail.com,Naylor Street,Austin,44851,1,1985-10-25,1,203,63,34,57,59,64,55,57,62,27
40856072,697245451,Duffy,,Edna,A7gA0f1vNuUqs,cartog139@mail.com,Larkin Street,Los Angeles,63835,1,1968-12-06,2,290,47,58,56,21,11,54,71,91,14
40919191,955025740,Dean,,Cecilia,4cfV62ElxPL8,iqitczj@juno.com,Hilton Drive,Lancaster,88435,1,1990-03-29,2,124,33,99,35,94,81,81,0,98,5
42077107,812174141,Mcconnell,,Florence,3xixajvtCRhc2VN,icyjc@personal.com,Buckingham Road,Detroit,13066,1,1982-09-17,2,576,63,93,74,93,34,75,43,95,16
43617679,734924841,Fox,,Erica,7smiDTC9wQRKca,bgdrubx9@gmail.com,Lodge Creek Circle,Henderson,80710,2,1983-04-07,2,370,97,92,5,90,50,22,72,13,40
43720707,268933923,Brewer,,Bette,9r6D2uD4spAQACe,wiivt@fuzzmail.com,Robertson Lane,Milwaukee,21285,2,1977-04-11,2,275,24,25,69,16,88,31,72,83,51
43725787,369500469,Nicholson,,Mara,9cQ0Zfyu791T,erllzvr36@postmaster.com,Rialto Street,El Paso,63297,2,1963-06-19,2,983,74,60,16,17,8,38,21,77,4
43908979,475428505,Martinez,,Nichole,iu3wfChCQNvVdF0N,xlfauuun533@myrealbox.com,University Mnr,Tampa,97742,1,1958-05-27,2,334,66,74,85,65,65,76,13,51,80
45041149,390247688,Harper,,Juliana,oMXCPGDpTfOLZ,gdhef4@gurlmail.com,Jones Street,Chicago,11697,1,1966-11-01,2,540,57,89,21,72,43,47,83,96,61
45463865,219162954,Leach,,Larry,fBNokSUW9Ltd4f,gpgcq14@me.com,Knoll Street,Charleston,43750,2,1967-10-10,1,650,44,90,1,70,32,7,2,58,53
46496417,507124834,Daniel,,Catalina,fXCNQegwJMhVJs,jueljt8771@emailaccount.com,Raymond Avenue,Aurora,83613,2,1984-01-06,1,202,68,35,97,89,41,7,30,93,21
47065122,804790959,Small,,Erik,JNCk60lm2fhfnkgC,zzfohb585@yahoo.com,Holly Street,El Reno,89233,1,1991-04-19,2,400,66,47,23,46,99,89,61,83,34
47312841,648795929,Booth,,Stephanie,RNUZSprSDWCAG,bqjhyk953@dodgeit.com,Old Preston Avenue,El Paso,86887,2,1985-07-18,2,608,2,59,37,79,30,94,70,65,59
47563224,989723229,Acosta,,Sara,Nx3BvZZuaZ8qCf9U,embo6699@walla.com,Roys Place,Little Rock,31088,2,1964-03-31,2,549,83,57,74,85,22,59,56,61,4
47609665,250613206,Mcmillan,,Kaye,ZS9rqsfB7fBX6aED,uvbswxq@zzn.com,University Circle,Detroit,76788,2,1964-02-18,1,923,39,75,93,17,32,35,19,15,13
47644426,365637833,Chase,,Raymond,6vjvgCKhicKTzcXt,jvrybkg8795@netaddress.com,Ramp,Fort Worth,20213,2,1977-02-20,2,924,30,0,84,71,76,58,66,12,65
47716874,678073944,Sandoval,,Loraine,y0xjPWRX8ozaNrl,ldquy1425@doramail.com,University Circle,New Orleans,17456,1,1967-11-17,1,387,60,86,1,50,70,59,20,28,93
47909013,193649180,Nolan,,Francine,NSAqrfeN0E6g87K,flnvuezh@mail2world.com,Sprigg Lane,Arlington,46003,1,1989-10-18,2,576,98,57,14,89,72,31,23,95,30
47979890,309210174,Stark,,Ray,dEOr00zuGVYO,jvumxi822@mail2world.com,Portola Avenue,Fremont,98301,1,1989-12-30,1,161,8,10,87,99,5,77,11,25,24
48772670,264433853,Mclaughlin,,Muriel,mZY9NzR79fexM,yrdfvlx378@prontomail.com,Commerce Street,Cusseta,64437,2,1991-07-25,2,152,89,73,19,83,63,64,45,61,23
48853007,702277635,Merritt,,Vicky,MF5bcB41xsgzEsN,degnm32@gurlmail.com,Cabell Avenue,Tallahassee,59271,2,1968-06-17,2,408,49,1,7,37,86,78,63,37,75
49935254,550360179,Strickland,,Ethel,9idwLulJqfmzT,bhbeeuzn7473@kaxy.com,Line Drive,Macon,18794,1,1971-02-16,2,678,25,45,72,78,14,68,29,58,10
49965594,844998678,Mata,,Donald,nmfnTz2xBr3t,xzsz7584@everymail.com,Hyde Street,St. Marys,10717,1,1963-12-31,2,804,57,97,97,20,28,82,96,19,74
50956197,860280459,Lambert,,Sonia,5JpSxn0UgjktE2,cyjbag@emailaccount.com,Baylor Place,Charlotte,31782,1,1976-06-18,2,985,96,84,64,16,48,85,5,77,22
54040532,404292332,Daugherty,,Dianna,20baBjGmFguM3tAf,nnkmnkq966@mail.com,Morton Drive,Lancaster,86936,1,1992-03-15,1,317,33,61,7,98,11,71,79,51,7
54092398,822104165,Preston,,Angelique,75peQ8Q82dpXNT7,imxlmg37@earthlink.net,Gordon Avenue,Orlando,64985,1,1990-11-04,1,133,50,70,77,51,89,48,65,80,8
54472700,554367707,Callahan,,Janis,px7xNg1CN1Co93T,wprvd4492@mailinator.com,Massie Road,St. Marys,16543,1,1993-02-14,2,977,43,85,18,24,24,83,64,58,65
54644283,128034157,Browning,,Gale,TbTtZUXriNGupi1,xowg9425@excite.com,Swanson Drive,Charlotte,12492,2,1982-12-24,1,447,96,57,85,2,90,22,71,29,54
54902468,742557608,English,,Concetta,4VcvJcUcY1r8VpF,xzev06@computermail.com,Kelly Avenue,Tucson,36021,2,1993-09-10,2,878,62,73,48,94,55,8,28,50,17
55155762,314488446,Kemp,,Stephen,D3B2g4zOl02FgpO,ykjciq719@aol.com,Birdwood Court,Detroit,46414,1,1967-01-07,2,893,12,45,90,30,14,82,75,88,31
55695442,595595623,Morton,,Carmela,ga7TbJesQc5d1pA,hgptktv6160@icqmail.com,Park Street,Riverside,46788,1,1967-03-20,2,171,51,55,100,20,55,68,36,82,1
55881842,257002321,Schroeder,,Eduardo,mxcjCuQF1fNTEU7,dkbwr661@kaxy.com,Lambeth Lane,Valdez,10607,1,1979-06-02,2,534,48,9,8,34,16,9,0,91,34
56092648,223984174,Craig,,Simone,P5KTYX2sAA2A,yfjdwlpw5@mail.com,Short 18Th Street,Las Vegas,47895,2,1965-01-24,1,151,100,18,87,41,38,27,0,86,77
56244490,107541828,Mercado,,Stacy,cPd8e16Os25xhU,hstxeb@hotmail.com,Riverview Avenue,Seattle,38140,1,1964-06-09,2,552,26,35,32,75,75,0,1,38,82
56310269,997811375,Walker,,Olga,GRDWYEznh5X4C9P,zazzm@fantasymail.com,Taylor Street,Springfield,50006,1,1990-05-17,1,305,20,5,60,28,1,42,57,18,53
56857429,916241529,Olsen,,Stefanie,bzvPGxrwPZuzgS,adslnvh6110@xasamail.com,Sprigg Lane,Winston-Salem,52049,2,1991-07-09,1,811,89,41,96,94,58,68,48,59,42
57448207,957874029,Owens,,Milton,OSPpEvL6ilfx45,serwjuln756@10minutemail.com,Oxford Road,Oak Ridge,86641,2,1980-12-09,1,797,72,91,19,63,36,88,81,96,4
58499549,535777084,Sherman,,Ivy,AoaX1rcWb3eK8tRa,cvwhfu7591@netaddress.com,Antoinette Court,Houston,11415,1,1986-10-31,1,422,23,73,36,78,5,53,28,63,50
59011794,770297568,Kelly,,Darcy,F3YFUUzNP5Tm,ndcoyjay0@xasamail.com,Oakmont Street,Lancaster,29405,2,1991-10-30,2,502,55,53,68,94,52,69,37,82,14
59499864,450875093,Yoder,,Amber,2CVknM0UmREYTu,vkjrik6@dodgeit.com,St Clair Avenue,Cincinnati,44704,1,1963-01-16,1,957,16,48,85,99,0,21,30,53,11
60286197,240147573,Landry,,Leona,N6Xy0sn2eJsdfegE,gojsd5@mailandnews.com,Rosser Ave E,Ellsworth,47588,1,1972-03-22,2,573,82,82,83,57,75,8,0,38,53
60301295,516239228,Hess,,Francesca,dcgh3x7qA7DPzL,bustg6@mailandnews.com,Lide Place,Charlotte,80854,1,1980-02-04,2,264,53,21,54,5,86,20,60,62,66
60696910,983589109,Crane,,Teri,uD7Rz2uldWyBD,gzocmeci94@kaxy.com,Vicente Street,Lynchburg,39024,2,1971-06-19,1,706,45,72,72,50,29,70,14,30,11
61123960,251130366,Schmidt,,Jesse,67aXZTWfzAluWif,uepihvba2@postmaster.com,Jefferson Park Circle,Charleston,15091,1,1974-08-25,1,666,49,13,89,40,31,86,12,100,96
61225126,403579246,Roy,,Karyn,1zwOmtkNSWRE2,grxoq3839@icqmail.com,Pen Park Road,Winston-Salem,65924,1,1978-10-06,1,964,32,70,38,21,38,95,32,6,19
61230378,941021523,Hurley,,Brittney,XhJBGLgeAzZaeAB,sypqhtk@nameplanet.com,Foxbrook Lane,New Orleans,76144,1,1959-06-21,1,275,30,48,38,100,0,84,73,25,63
61296059,832785505,Allison,,Jordan,6DQSRsApOr3tR,irxot@hushmail.com,Watson Avenue,El Reno,22931,2,1968-04-10,2,633,24,74,95,85,78,24,21,52,74
61542649,490920133,Cain,,Teresa,oyWAoBGPY4O5oVOx,katlmb7210@mail2web.com,Coleman Street,Atlanta,81004,2,1971-09-06,1,255,72,92,52,21,83,92,43,90,76
61852023,147117845,Wall,,Jay,eCS7xiNNJt8Yz,fnyegid0833@fuzzmail.com,Kent Road,Brownsville,48743,1,1958-10-17,2,929,86,53,94,93,82,35,32,52,18
62923196,790766694,Krause,,Frank,lmuz8jFiCifpQT,ecqsz94@aol.com,Galloway Drive,Augusta,16513,1,1992-01-26,2,300,31,35,40,90,22,42,37,11,76
63429492,791491831,Crosby,,Keisha,ewpzRSXbEaSRRZ9W,yinhlr@zzn.com,Franklin Street,Enid,38594,2,1982-09-14,1,967,15,56,29,85,48,31,37,26,38
63654003,314292922,Fletcher,,Ericka,PpPA2gOQ6SgV2vW,thgbyj6@mailandnews.com,Rock Creek Road,Omaha,34333,2,1973-08-26,1,678,92,57,49,33,43,12,55,88,0
64478125,470648440,Kerr,,Tonya,AYcqwOBTbxf8,ceneccye3182@yahoo.com,Short 18Th Street,Seattle,79251,2,1980-12-01,2,112,54,39,4,39,3,50,13,39,92
64543424,695109315,Bennett,,Rosanne,w4ZKiRvhZddX,igiqbe4259@fantasymail.com,Moore Avenue,Springfield,41385,2,1981-06-19,1,921,80,4,87,6,19,90,89,35,100
64804710,421238971,Holden,,Perry,gUW4hzkdG1L5R7U,bcgrvw@excite.com,Dice Street,Philadelphia,83058,1,1975-09-16,2,710,33,79,70,58,95,75,57,91,22
65349271,319825237,Clark,,Louisa,CoLV821PJ3SgMdpl,enwk82@zzn.com,Observatory Avenue,Surprise,95069,1,1960-10-05,1,798,26,33,29,22,1,92,99,96,58
65942905,137640748,Rubio,,Lawanda,DpP99KBB2Wbtc,tgixpkod@yahoo.com,Holmes Avenue,San Antonio,99349,1,1963-02-07,2,574,2,30,17,41,44,80,1,72,9
66064836,339863944,Chung,,Carissa,8TFDyudYWiiK4i,xtohhhec2@myrealbox.com,Green Street,Seattle,35487,1,1963-06-05,2,526,15,3,8,93,96,48,10,6,15
66383549,505047062,Bauer,,Claudia,Tmy3nRnwwRj9Qm,kwzioy3155@fuzzmail.com,Westwood Circle,Austin,63812,1,1963-02-13,2,611,78,63,42,14,77,16,92,5,100
66537264,478215706,Waters,,Clifton,7pCLEMM1QJzJqmj,qvlkxr6@gmail.com,Middleton Lane,Peoria,89235,2,1970-02-27,2,343,76,80,67,82,2,81,95,4,61
66751801,633872268,Galvan,,Imogene,4KsM4ogmK9crT,iqwytgc3026@walla.com,Blincoe Lane,Columbus,23527,1,1980-12-18,2,104,78,51,84,81,45,55,37,93,17
67079950,440789644,Dominguez,,Herminia,oBPqEv4nxntorg,twmj859@doramail.com,Malcolm Cres,San Antonio,58219,2,1978-11-28,1,412,34,48,12,72,37,20,66,92,13
67096509,512969894,Weaver,,Jody,AsYttWBStz8JkFb,tbmak250@aventuremail.com,Anderson Street,Cincinnati,42875,2,1973-11-30,2,313,9,28,4,50,87,40,60,81,69
